id	x	y	impact	start	end
id-232	4117237	3472903	234	530380	530383
id-233	4153442	3581838	234	530425	530428
id-234	4118315	3472903	234	530428	530431
id-235	4154520	3581838	234	530473	530476
id-236	4110769	3473981	234	530476	530479
id-237	4155598	3581838	234	530521	530524
id-238	4111847	3473981	234	530524	530527
id-239	4148052	3582916	234	530569	530572
id-240	4112925	3473981	234	530572	530575
id-241	4149130	3582916	234	530617	530620
id-242	4114003	3473981	234	530620	530623
id-243	4150208	3582916	234	530665	530668
id-244	4115081	3473981	234	530668	530671
id-245	4151286	3582916	234	530713	530716
id-246	4116159	3473981	234	530716	530719
id-247	4152364	3582916	234	530761	530764
id-248	4117237	3473981	234	530764	530767
id-249	4153442	3582916	234	530809	530812
id-250	4118315	3473981	234	530812	530815
id-251	4154520	3582916	234	530857	530860
id-252	4110769	3475059	234	530860	530863
id-253	4155598	3582916	234	530905	530908
id-254	4111847	3475059	234	530908	530911
id-255	4148052	3583994	234	530953	530956
id-256	4112925	3475059	234	530956	530959
id-257	4149130	3583994	234	531001	531004
id-258	4114003	3475059	234	531004	531007
id-259	4150208	3583994	234	531049	531052
id-260	4115081	3475059	234	531052	531055
id-261	4151286	3583994	234	531097	531100
id-262	4116159	3475059	234	531100	531103
id-263	4152364	3583994	234	531145	531148
id-264	4117237	3475059	234	531148	531151
id-265	4153442	3583994	234	531193	531196
id-266	4118315	3475059	234	531196	531199
id-267	4154520	3583994	234	531241	531244
id-268	4110769	3476137	234	531244	531247
id-269	4155598	3583994	234	531289	531292
id-270	4111847	3476137	234	531292	531295
id-271	4148052	3585072	234	531337	531340
id-272	4112925	3476137	234	531340	531343
id-273	4149130	3585072	234	531385	531388
id-274	4114003	3476137	234	531388	531391
id-275	4150208	3585072	234	531433	531436
id-276	4115081	3476137	234	531436	531439
id-277	4151286	3585072	234	531481	531484
id-278	4116159	3476137	234	531484	531487
id-279	4152364	3585072	234	531529	531532
id-280	4117237	3476137	234	531532	531535
id-281	4153442	3585072	234	531577	531580
id-282	4118315	3476137	234	531580	531583
id-283	4154520	3585072	234	531625	531628
id-284	4110769	3477215	234	531628	531631
id-285	4155598	3585072	234	531673	531676
id-286	4111847	3477215	234	531676	531679
id-287	4148052	3586150	234	531721	531724
id-288	4112925	3477215	234	531724	531727
id-289	4149130	3586150	234	531769	531772
id-290	4114003	3477215	234	531772	531775
id-291	4150208	3586150	234	531817	531820
id-292	4115081	3477215	234	531820	531823
id-293	4151286	3586150	234	531865	531868
id-294	4116159	3477215	234	531868	531871
id-295	4152364	3586150	234	531913	531916
id-296	4117237	3477215	234	531916	531919
id-297	4153442	3586150	234	531961	531964
id-298	4118315	3477215	234	531964	531967
id-299	4154520	3586150	234	532009	532012
id-300	4155598	3586150	234	532057	532060
id-301	3830693	3566447	234	532714	532717
id-302	3831771	3566447	234	532762	532765
id-303	3832849	3566447	234	532810	532813
id-304	3833927	3566447	234	532858	532861
id-305	3828537	3567525	234	532906	532909
id-306	3829615	3567525	234	532954	532957
id-307	3830693	3567525	234	533002	533005
id-308	3831771	3567525	234	533050	533053
id-309	3832849	3567525	234	533098	533101
id-310	3833927	3567525	234	533146	533149
id-311	3863201	3224816	234	533167	533170
id-312	3835005	3567525	234	533194	533197
id-313	3864279	3224816	234	533215	533218
id-314	3836083	3567525	234	533242	533245
id-315	3865357	3224816	234	533263	533266
id-316	3828537	3568603	234	533290	533293
id-317	3866435	3224816	234	533311	533314
id-318	3829615	3568603	234	533338	533341
id-319	3861045	3225894	234	533359	533362
id-320	3830693	3568603	234	533386	533389
id-321	3862123	3225894	234	533407	533410
id-322	3831771	3568603	234	533434	533437
id-323	3863201	3225894	234	533455	533458
id-324	3832849	3568603	234	533482	533485
id-325	3864279	3225894	234	533503	533506
id-326	3833927	3568603	234	533530	533533
id-327	3865357	3225894	234	533551	533554
id-328	3835005	3568603	234	533578	533581
id-329	3866435	3225894	234	533599	533602
id-330	3836083	3568603	234	533626	533629
id-331	3867513	3225894	234	533647	533650
id-332	3828537	3569681	234	533674	533677
id-333	3868591	3225894	234	533695	533698
id-334	3829615	3569681	234	533722	533725
id-335	3861045	3226972	234	533743	533746
id-336	3830693	3569681	234	533770	533773
id-337	3862123	3226972	234	533791	533794
id-338	3831771	3569681	234	533818	533821
id-339	3863201	3226972	234	533839	533842
id-340	3832849	3569681	234	533866	533869
id-341	3864279	3226972	234	533887	533890
id-342	3833927	3569681	234	533914	533917
id-343	3865357	3226972	234	533935	533938
id-344	3835005	3569681	234	533962	533965
id-345	3866435	3226972	234	533983	533986
id-346	3836083	3569681	234	534010	534013
id-347	3867513	3226972	234	534031	534034
id-348	3828537	3570759	234	534058	534061
id-349	3868591	3226972	234	534079	534082
id-350	3829615	3570759	234	534106	534109
id-351	3861045	3228050	234	534127	534130
id-352	3830693	3570759	234	534154	534157
id-353	3862123	3228050	234	534175	534178
id-354	3863201	3228050	234	534223	534226
id-355	3831771	3570759	234	538570	538573
id-356	3832849	3570759	234	538618	538621
id-357	3864279	3228050	234	538639	538642
id-358	3833927	3570759	234	538666	538669
id-359	3865357	3228050	234	538687	538690
id-360	3835005	3570759	234	538714	538717
id-361	3866435	3228050	234	538735	538738
id-362	3836083	3570759	234	538762	538765
id-363	3867513	3228050	234	538783	538786
id-364	3828537	3571837	234	538810	538813
id-365	3868591	3228050	234	538831	538834
id-366	3829615	3571837	234	538858	538861
id-367	3861045	3229128	234	538879	538882
id-368	3830693	3571837	234	538906	538909
id-369	3862123	3229128	234	538927	538930
id-370	3831771	3571837	234	538954	538957
id-371	3863201	3229128	234	538975	538978
id-372	3832849	3571837	234	539002	539005
id-373	3864279	3229128	234	539023	539026
id-374	3833927	3571837	234	539050	539053
id-375	3865357	3229128	234	539071	539074
id-376	3835005	3571837	234	539098	539101
id-377	3866435	3229128	234	539119	539122
id-378	3836083	3571837	234	539146	539149
id-379	3867513	3229128	234	539167	539170
id-380	3828537	3572915	234	539194	539197
id-381	3868591	3229128	234	539215	539218
id-382	3829615	3572915	234	539242	539245
id-383	3861045	3230206	234	539263	539266
id-384	3830693	3572915	234	539290	539293
id-385	3862123	3230206	234	539311	539314
id-386	3831771	3572915	234	539338	539341
id-387	3863201	3230206	234	539359	539362
id-388	3832849	3572915	234	539386	539389
id-389	3864279	3230206	234	539407	539410
id-390	3833927	3572915	234	539434	539437
id-391	3865357	3230206	234	539455	539458
id-392	3835005	3572915	234	539482	539485
id-393	3866435	3230206	234	539503	539506
id-394	3836083	3572915	234	539530	539533
id-395	3782836	3216757	234	539550	539553
id-396	3867513	3230206	234	539551	539554
id-397	3828537	3573993	234	539578	539581
id-398	3783914	3216757	234	539598	539601
id-399	3868591	3230206	234	539599	539602
id-400	3829615	3573993	234	539626	539629
id-401	3784992	3216757	234	539646	539649
id-402	3861045	3231284	234	539647	539650
id-403	3830693	3573993	234	539674	539677
id-404	3786070	3216757	234	539694	539697
id-405	3862123	3231284	234	539695	539698
id-406	3831771	3573993	234	539722	539725
id-407	3780680	3217835	234	539742	539745
id-408	3863201	3231284	234	539743	539746
id-409	3832849	3573993	234	539770	539773
id-410	3781758	3217835	234	539790	539793
id-411	3864279	3231284	234	539791	539794
id-412	3833927	3573993	234	539818	539821
id-413	3782836	3217835	234	539838	539841
id-414	3865357	3231284	234	539839	539842
id-415	3835005	3573993	234	539866	539869
id-416	3783914	3217835	234	539886	539889
id-417	3866435	3231284	234	539887	539890
id-418	3836083	3573993	234	539914	539917
id-419	3784992	3217835	234	539934	539937
id-420	3867513	3231284	234	539935	539938
id-421	3786070	3217835	234	539982	539985
id-422	3868591	3231284	234	539983	539986
id-423	3787148	3217835	234	540030	540033
id-424	3861045	3232362	234	540031	540034
id-425	3788226	3217835	234	540078	540081
id-426	3862123	3232362	234	540079	540082
id-427	3780680	3218913	234	540126	540129
id-428	3863201	3232362	234	540127	540130
id-429	3781758	3218913	234	540174	540177
id-430	3864279	3232362	234	540175	540178
id-431	3782836	3218913	234	540222	540225
id-432	3865357	3232362	234	540223	540226
id-433	3783914	3218913	234	540270	540273
id-434	3866435	3232362	234	540271	540274
id-435	3784992	3218913	234	540318	540321
id-436	3867513	3232362	234	540319	540322
id-437	3786070	3218913	234	540366	540369
id-438	3868591	3232362	234	540367	540370
id-439	3787148	3218913	234	540414	540417
id-440	3788226	3218913	234	540462	540465
id-441	3780680	3219991	234	540510	540513
id-442	3781758	3219991	234	540558	540561
id-443	3782836	3219991	234	540606	540609
id-444	3783914	3219991	234	540654	540657
id-445	3784992	3219991	234	540702	540705
id-446	3786070	3219991	234	540750	540753
id-447	3787148	3219991	234	540798	540801
id-448	3788226	3219991	234	540846	540849
id-449	3780680	3221069	234	540894	540897
id-450	3781758	3221069	234	540942	540945
id-451	3782836	3221069	234	540990	540993
id-452	3783914	3221069	234	541038	541041
id-453	3885875	3354153	234	541055	541058
id-454	3784992	3221069	234	541086	541089
id-455	3886953	3354153	234	541103	541106
id-456	3786070	3221069	234	541134	541137
id-457	3888031	3354153	234	541151	541154
id-458	3787148	3221069	234	541182	541185
id-459	3889109	3354153	234	541199	541202
id-460	3788226	3221069	234	541230	541233
id-461	3883719	3355231	234	541247	541250
id-462	3780680	3222147	234	541278	541281
id-463	3884797	3355231	234	541295	541298
id-464	3781758	3222147	234	541326	541329
id-465	3885875	3355231	234	541343	541346
id-466	3782836	3222147	234	541374	541377
id-467	3886953	3355231	234	541391	541394
id-468	3783914	3222147	234	541422	541425
id-469	3888031	3355231	234	541439	541442
id-470	3784992	3222147	234	541470	541473
id-471	3889109	3355231	234	541487	541490
id-472	3786070	3222147	234	541518	541521
id-473	3890187	3355231	234	541535	541538
id-474	3787148	3222147	234	541566	541569
id-475	3891265	3355231	234	541583	541586
id-476	3788226	3222147	234	541614	541617
id-477	3883719	3356309	234	541631	541634
id-478	3780680	3223225	234	541662	541665
id-479	3884797	3356309	234	541679	541682
id-480	3781758	3223225	234	541710	541713
id-481	3885875	3356309	234	541727	541730
id-482	3782836	3223225	234	541758	541761
id-483	3886953	3356309	234	541775	541778
id-484	3783914	3223225	234	541806	541809
id-485	3888031	3356309	234	541823	541826
id-486	3784992	3223225	234	541854	541857
id-487	3889109	3356309	234	541871	541874
id-488	3786070	3223225	234	541902	541905
id-489	3890187	3356309	234	541919	541922
id-490	3787148	3223225	234	541950	541953
id-491	3891265	3356309	234	541967	541970
id-492	3788226	3223225	234	541998	542001
id-493	3883719	3357387	234	542015	542018
id-494	3780680	3224303	234	542046	542049
id-495	3884797	3357387	234	542063	542066
id-496	3781758	3224303	234	542094	542097
id-497	3885875	3357387	234	542111	542114
id-498	3782836	3224303	234	542142	542145
id-499	3886953	3357387	234	542159	542162
id-500	3783914	3224303	234	542190	542193
id-501	3888031	3357387	234	542207	542210
id-502	3784992	3224303	234	542238	542241
id-503	3889109	3357387	234	542255	542258
id-504	3786070	3224303	234	542286	542289
id-505	3890187	3357387	234	542303	542306
id-506	3787148	3224303	234	542334	542337
id-507	3891265	3357387	234	542351	542354
id-508	3788226	3224303	234	542382	542385
id-509	3883719	3358465	234	542399	542402
id-510	3884797	3358465	234	542447	542450
id-511	3885875	3358465	234	542495	542498
id-512	3886953	3358465	234	542543	542546
id-513	3888031	3358465	234	542591	542594
id-514	3889109	3358465	234	542639	542642
id-515	3890187	3358465	234	542687	542690
id-516	3891265	3358465	234	542735	542738
id-517	3883719	3359543	234	542783	542786
id-518	3884797	3359543	234	542831	542834
id-519	3885875	3359543	234	542879	542882
id-520	3886953	3359543	234	542927	542930
id-521	3888031	3359543	234	542975	542978
id-522	3889109	3359543	234	543023	543026
id-523	3890187	3359543	234	543071	543074
id-524	3891265	3359543	234	543119	543122
id-525	3883719	3360621	234	543167	543170
id-526	3884797	3360621	234	543215	543218
id-527	3843892	3220010	234	543216	543219
id-528	3885875	3360621	234	543263	543266
id-529	3844970	3220010	234	543264	543267
id-530	3886953	3360621	234	543311	543314
id-531	3846048	3220010	234	543312	543315
id-532	3888031	3360621	234	543359	543362
id-533	3847126	3220010	234	543360	543363
id-534	3889109	3360621	234	543407	543410
id-535	3841736	3221088	234	543408	543411
id-536	3890187	3360621	234	543455	543458
id-537	3842814	3221088	234	543456	543459
id-538	3891265	3360621	234	543503	543506
id-539	3843892	3221088	234	543504	543507
id-540	3883719	3361699	234	543551	543554
id-541	3844970	3221088	234	543552	543555
id-542	3884797	3361699	234	543599	543602
id-543	3846048	3221088	234	543600	543603
id-544	3885875	3361699	234	543647	543650
id-545	3847126	3221088	234	543648	543651
id-546	3886953	3361699	234	543695	543698
id-547	3848204	3221088	234	543696	543699
id-548	3888031	3361699	234	543743	543746
id-549	3849282	3221088	234	543744	543747
id-550	3889109	3361699	234	543791	543794
id-551	3841736	3222166	234	543792	543795
id-552	3890187	3361699	234	543839	543842
id-553	3842814	3222166	234	543840	543843
id-554	3891265	3361699	234	543887	543890
id-555	3843892	3222166	234	543888	543891
id-556	3844970	3222166	234	543936	543939
id-557	3846048	3222166	234	543984	543987
id-558	3847126	3222166	234	544032	544035
id-559	3848204	3222166	234	544080	544083
id-560	3849282	3222166	234	544128	544131
id-561	3841736	3223244	234	544176	544179
id-562	3870060	3531022	234	544179	544182
id-563	3842814	3223244	234	544224	544227
id-564	3871138	3531022	234	544227	544230
id-565	3843892	3223244	234	544272	544275
id-566	3872216	3531022	234	544275	544278
id-567	3844970	3223244	234	544320	544323
id-568	3873294	3531022	234	544323	544326
id-569	3846048	3223244	234	544368	544371
id-570	3867904	3532100	234	544371	544374
id-571	3847126	3223244	234	544416	544419
id-572	3868982	3532100	234	544419	544422
id-573	3848204	3223244	234	544464	544467
id-574	3870060	3532100	234	544467	544470
id-575	3849282	3223244	234	544512	544515
id-576	3871138	3532100	234	544515	544518
id-577	3841736	3224322	234	544560	544563
id-578	3872216	3532100	234	544563	544566
id-579	3842814	3224322	234	544608	544611
id-580	3873294	3532100	234	544611	544614
id-581	3843892	3224322	234	544656	544659
id-582	3874372	3532100	234	544659	544662
id-583	3844970	3224322	234	544704	544707
id-584	3875450	3532100	234	544707	544710
id-585	3846048	3224322	234	544752	544755
id-586	3867904	3533178	234	544755	544758
id-587	3847126	3224322	234	544800	544803
id-588	3868982	3533178	234	544803	544806
id-589	3848204	3224322	234	544848	544851
id-590	3870060	3533178	234	544851	544854
id-591	3849282	3224322	234	544896	544899
id-592	3871138	3533178	234	544899	544902
id-593	3841736	3225400	234	544944	544947
id-594	3872216	3533178	234	544947	544950
id-595	3842814	3225400	234	544992	544995
id-596	3873294	3533178	234	544995	544998
id-597	3843892	3225400	234	545040	545043
id-598	3874372	3533178	234	545043	545046
id-599	3844970	3225400	234	545088	545091
id-600	3875450	3533178	234	545091	545094
id-601	3846048	3225400	234	545136	545139
id-602	3867904	3534256	234	545139	545142
id-603	3847126	3225400	234	545184	545187
id-604	3868982	3534256	234	545187	545190
id-605	4125809	3469974	234	545219	545222
id-606	3848204	3225400	234	545232	545235
id-607	3870060	3534256	234	545235	545238
id-608	4126887	3469974	234	545267	545270
id-609	3849282	3225400	234	545280	545283
id-610	3871138	3534256	234	545283	545286
id-611	4127965	3469974	234	545315	545318
id-612	3841736	3226478	234	545328	545331
id-613	3872216	3534256	234	545331	545334
id-614	4129043	3469974	234	545363	545366
id-615	3842814	3226478	234	545376	545379
id-616	3873294	3534256	234	545379	545382
id-617	4123653	3471052	234	545411	545414
id-618	3843892	3226478	234	545424	545427
id-619	3874372	3534256	234	545427	545430
id-620	4124731	3471052	234	545459	545462
id-621	3844970	3226478	234	545472	545475
id-622	3875450	3534256	234	545475	545478
id-623	4125809	3471052	234	545507	545510
id-624	3846048	3226478	234	545520	545523
id-625	3867904	3535334	234	545523	545526
id-626	4126887	3471052	234	545555	545558
id-627	3847126	3226478	234	545568	545571
id-628	3868982	3535334	234	545571	545574
id-629	4127965	3471052	234	545603	545606
id-630	3848204	3226478	234	545616	545619
id-631	3870060	3535334	234	545619	545622
id-632	4129043	3471052	234	545651	545654
id-633	3849282	3226478	234	545664	545667
id-634	3871138	3535334	234	545667	545670
id-635	4130121	3471052	234	545699	545702
id-636	3841736	3227556	234	545712	545715
id-637	3872216	3535334	234	545715	545718
id-638	4131199	3471052	234	545747	545750
id-639	3842814	3227556	234	545760	545763
id-640	3873294	3535334	234	545763	545766
id-641	4123653	3472130	234	545795	545798
id-642	3843892	3227556	234	545808	545811
id-643	3874372	3535334	234	545811	545814
id-644	4124731	3472130	234	545843	545846
id-645	3844970	3227556	234	545856	545859
id-646	3875450	3535334	234	545859	545862
id-647	4125809	3472130	234	545891	545894
id-648	3846048	3227556	234	545904	545907
id-649	3867904	3536412	234	545907	545910
id-650	4126887	3472130	234	545939	545942
id-651	3847126	3227556	234	545952	545955
id-652	3868982	3536412	234	545955	545958
id-653	4127965	3472130	234	545987	545990
id-654	3848204	3227556	234	546000	546003
id-655	3870060	3536412	234	546003	546006
id-656	4129043	3472130	234	546035	546038
id-657	3849282	3227556	234	546048	546051
id-658	3871138	3536412	234	546051	546054
id-659	4130121	3472130	234	546083	546086
id-660	3872216	3536412	234	546099	546102
id-661	4131199	3472130	234	546131	546134
id-662	3873294	3536412	234	546147	546150
id-663	4123653	3473208	234	546179	546182
id-664	3874372	3536412	234	546195	546198
id-665	4124731	3473208	234	546227	546230
id-666	3875450	3536412	234	546243	546246
id-667	4125809	3473208	234	546275	546278
id-668	3867904	3537490	234	546291	546294
id-669	4126887	3473208	234	546323	546326
id-670	3868982	3537490	234	546339	546342
id-671	4127965	3473208	234	546371	546374
id-672	3870060	3537490	234	546387	546390
id-673	4129043	3473208	234	546419	546422
id-674	3871138	3537490	234	546435	546438
id-675	4130121	3473208	234	546467	546470
id-676	3872216	3537490	234	546483	546486
id-677	4131199	3473208	234	546515	546518
id-678	3873294	3537490	234	546531	546534
id-679	4123653	3474286	234	546563	546566
id-680	3874372	3537490	234	546579	546582
id-681	4124731	3474286	234	546611	546614
id-682	3875450	3537490	234	546627	546630
id-683	4125809	3474286	234	546659	546662
id-684	3867904	3538568	234	546675	546678
id-685	4126887	3474286	234	546707	546710
id-686	3868982	3538568	234	546723	546726
id-687	4127965	3474286	234	546755	546758
id-688	3870060	3538568	234	546771	546774
id-689	4129043	3474286	234	546803	546806
id-690	3871138	3538568	234	546819	546822
id-691	4130121	3474286	234	546851	546854
id-692	3872216	3538568	234	546867	546870
id-693	4131199	3474286	234	546899	546902
id-694	3873294	3538568	234	546915	546918
id-695	4123653	3475364	234	546947	546950
id-696	3874372	3538568	234	546963	546966
id-697	4124731	3475364	234	546995	546998
id-698	3875450	3538568	234	547011	547014
id-699	4125809	3475364	234	547043	547046
id-700	4126887	3475364	234	547091	547094
id-701	4127965	3475364	234	547139	547142
id-702	4129043	3475364	234	547187	547190
id-703	4130121	3475364	234	547235	547238
id-704	4131199	3475364	234	547283	547286
id-705	4123653	3476442	234	547331	547334
id-706	4124731	3476442	234	547379	547382
id-707	4125809	3476442	234	547427	547430
id-708	4126887	3476442	234	547475	547478
id-709	4127965	3476442	234	547523	547526
id-710	4129043	3476442	234	547571	547574
