id	x	y	impact	start	end
id-308	3748609	3441923	234	525947	525950
id-309	3749687	3441923	234	526043	526046
id-310	3750765	3441923	234	526139	526142
id-311	3751843	3441923	234	526235	526238
id-312	3752921	3441923	234	526331	526334
id-313	3745375	3443001	234	526427	526430
id-314	3746453	3443001	234	526523	526526
id-315	3747531	3443001	234	526619	526622
id-316	3748609	3443001	234	526715	526718
id-317	3749687	3443001	234	526811	526814
id-318	3750765	3443001	234	526907	526910
id-319	3751843	3443001	234	527003	527006
id-320	3752921	3443001	234	527099	527102
id-321	3745375	3444079	234	527195	527198
id-322	3746453	3444079	234	527291	527294
id-323	3747531	3444079	234	527387	527390
id-324	3748609	3444079	234	527483	527486
id-325	3749687	3444079	234	527579	527582
id-326	3750765	3444079	234	527675	527678
id-327	3751843	3444079	234	527771	527774
id-328	3752921	3444079	234	527867	527870
id-329	3745375	3445157	234	527963	527966
id-330	3746453	3445157	234	528059	528062
id-331	3747531	3445157	234	528155	528158
id-332	3748609	3445157	234	528251	528254
id-333	3749687	3445157	234	528347	528350
id-334	3750765	3445157	234	528443	528446
id-335	3751843	3445157	234	528539	528542
id-336	3752921	3445157	234	528635	528638
id-337	3745375	3446235	234	528731	528734
id-338	3746453	3446235	234	528827	528830
id-339	3747531	3446235	234	528923	528926
id-340	3748609	3446235	234	529019	529022
id-341	3749687	3446235	234	529115	529118
id-342	3750765	3446235	234	529211	529214
id-343	3751843	3446235	234	529307	529310
id-344	3752921	3446235	234	529403	529406
id-345	3745375	3447313	234	529499	529502
id-346	3746453	3447313	234	529595	529598
id-347	3747531	3447313	234	529691	529694
id-348	3748609	3447313	234	529787	529790
id-349	3749687	3447313	234	529883	529886
id-350	3750765	3447313	234	529979	529982
id-351	3751843	3447313	234	530075	530078
id-352	3752921	3447313	234	530171	530174
id-353	3745375	3448391	234	530267	530270
id-354	3746453	3448391	234	530363	530366
id-355	3747531	3448391	234	530459	530462
id-356	3748609	3448391	234	530555	530558
id-357	3749687	3448391	234	530651	530654
id-358	3750765	3448391	234	530747	530750
id-359	3751843	3448391	234	530843	530846
id-360	3752921	3448391	234	530939	530942
id-361	3830693	3566447	234	532714	532717
id-362	3831771	3566447	234	532810	532813
id-363	3832849	3566447	234	532906	532909
id-364	3833927	3566447	234	533002	533005
id-365	3828537	3567525	234	533098	533101
id-366	3829615	3567525	234	533194	533197
id-367	3830693	3567525	234	533290	533293
id-368	3831771	3567525	234	533386	533389
id-369	3832849	3567525	234	533482	533485
id-370	3833927	3567525	234	533578	533581
id-371	3835005	3567525	234	533674	533677
id-372	3836083	3567525	234	533770	533773
id-373	3828537	3568603	234	533866	533869
id-374	3829615	3568603	234	533962	533965
id-375	3830693	3568603	234	534058	534061
id-376	3831771	3568603	234	534154	534157
id-377	3832849	3568603	234	538570	538573
id-378	3833927	3568603	234	538666	538669
id-379	3835005	3568603	234	538762	538765
id-380	3836083	3568603	234	538858	538861
id-381	3828537	3569681	234	538954	538957
id-382	3829615	3569681	234	539050	539053
id-383	3830693	3569681	234	539146	539149
id-384	3831771	3569681	234	539242	539245
id-385	3832849	3569681	234	539338	539341
id-386	3833927	3569681	234	539434	539437
id-387	3835005	3569681	234	539530	539533
id-388	3836083	3569681	234	539626	539629
id-389	3828537	3570759	234	539722	539725
id-390	3829615	3570759	234	539818	539821
id-391	3830693	3570759	234	539914	539917
id-392	3831771	3570759	234	540010	540013
id-393	3832849	3570759	234	540106	540109
id-394	3833927	3570759	234	540202	540205
id-395	3835005	3570759	234	540298	540301
id-396	3836083	3570759	234	540394	540397
id-397	3828537	3571837	234	540490	540493
id-398	3829615	3571837	234	540586	540589
id-399	3830693	3571837	234	540682	540685
id-400	3831771	3571837	234	540778	540781
id-401	3832849	3571837	234	540874	540877
id-402	3833927	3571837	234	540970	540973
id-403	3835005	3571837	234	541066	541069
id-404	3836083	3571837	234	541162	541165
id-405	3828537	3572915	234	541258	541261
id-406	3829615	3572915	234	541354	541357
id-407	3830693	3572915	234	541450	541453
id-408	3831771	3572915	234	541546	541549
id-409	3832849	3572915	234	541642	541645
id-410	3833927	3572915	234	541738	541741
id-411	3835005	3572915	234	541834	541837
id-412	3836083	3572915	234	541930	541933
id-413	3828537	3573993	234	542026	542029
id-414	3829615	3573993	234	542122	542125
id-415	3830693	3573993	234	542218	542221
id-416	3831771	3573993	234	542314	542317
id-417	3832849	3573993	234	542410	542413
id-418	3833927	3573993	234	542506	542509
id-419	3835005	3573993	234	542602	542605
id-420	3836083	3573993	234	542698	542701
id-421	3782836	3216757	234	539550	539553
id-422	3783914	3216757	234	539646	539649
id-423	3784992	3216757	234	539742	539745
id-424	3786070	3216757	234	539838	539841
id-425	3780680	3217835	234	539934	539937
id-426	3781758	3217835	234	540030	540033
id-427	3782836	3217835	234	540126	540129
id-428	3783914	3217835	234	540222	540225
id-429	3784992	3217835	234	540318	540321
id-430	3786070	3217835	234	540414	540417
id-431	3787148	3217835	234	540510	540513
id-432	3788226	3217835	234	540606	540609
id-433	3780680	3218913	234	540702	540705
id-434	3781758	3218913	234	540798	540801
id-435	3782836	3218913	234	540894	540897
id-436	3783914	3218913	234	540990	540993
id-437	3784992	3218913	234	541086	541089
id-438	3786070	3218913	234	541182	541185
id-439	3787148	3218913	234	541278	541281
id-440	3788226	3218913	234	541374	541377
id-441	3780680	3219991	234	541470	541473
id-442	3781758	3219991	234	541566	541569
id-443	3782836	3219991	234	541662	541665
id-444	3783914	3219991	234	541758	541761
id-445	3784992	3219991	234	541854	541857
id-446	3786070	3219991	234	541950	541953
id-447	3787148	3219991	234	542046	542049
id-448	3788226	3219991	234	542142	542145
id-449	3780680	3221069	234	542238	542241
id-450	3781758	3221069	234	542334	542337
id-451	3782836	3221069	234	542430	542433
id-452	3783914	3221069	234	542526	542529
id-453	3784992	3221069	234	542622	542625
id-454	3786070	3221069	234	542718	542721
id-455	3787148	3221069	234	542814	542817
id-456	3788226	3221069	234	542910	542913
id-457	3780680	3222147	234	543006	543009
id-458	3781758	3222147	234	543102	543105
id-459	3782836	3222147	234	543198	543201
id-460	3783914	3222147	234	543294	543297
id-461	3784992	3222147	234	543390	543393
id-462	3786070	3222147	234	543486	543489
id-463	3787148	3222147	234	543582	543585
id-464	3788226	3222147	234	543678	543681
id-465	3780680	3223225	234	543774	543777
id-466	3781758	3223225	234	543870	543873
id-467	3782836	3223225	234	543966	543969
id-468	3783914	3223225	234	544062	544065
id-469	3784992	3223225	234	544158	544161
id-470	3786070	3223225	234	544254	544257
id-471	3787148	3223225	234	544350	544353
id-472	3788226	3223225	234	544446	544449
id-473	3780680	3224303	234	544542	544545
id-474	3781758	3224303	234	544638	544641
id-475	3782836	3224303	234	544734	544737
id-476	3783914	3224303	234	544830	544833
id-477	3784992	3224303	234	544926	544929
id-478	3786070	3224303	234	545022	545025
id-479	3787148	3224303	234	545118	545121
id-480	3788226	3224303	234	545214	545217
id-481	3843892	3220010	234	543216	543219
id-482	3844970	3220010	234	543312	543315
id-483	3846048	3220010	234	543408	543411
id-484	3847126	3220010	234	543504	543507
id-485	3841736	3221088	234	543600	543603
id-486	3842814	3221088	234	543696	543699
id-487	3843892	3221088	234	543792	543795
id-488	3844970	3221088	234	543888	543891
id-489	3846048	3221088	234	543984	543987
id-490	3847126	3221088	234	544080	544083
id-491	3848204	3221088	234	544176	544179
id-492	3849282	3221088	234	544272	544275
id-493	3841736	3222166	234	544368	544371
id-494	3842814	3222166	234	544464	544467
id-495	3843892	3222166	234	544560	544563
id-496	3844970	3222166	234	544656	544659
id-497	3846048	3222166	234	544752	544755
id-498	3847126	3222166	234	544848	544851
id-499	3848204	3222166	234	544944	544947
id-500	3849282	3222166	234	545040	545043
id-501	3841736	3223244	234	545136	545139
id-502	3842814	3223244	234	545232	545235
id-503	3843892	3223244	234	545328	545331
id-504	3844970	3223244	234	545424	545427
id-505	3846048	3223244	234	545520	545523
id-506	3847126	3223244	234	545616	545619
id-507	3848204	3223244	234	545712	545715
id-508	3849282	3223244	234	545808	545811
id-509	3841736	3224322	234	545904	545907
id-510	3842814	3224322	234	546000	546003
id-511	3843892	3224322	234	546096	546099
id-512	3844970	3224322	234	546192	546195
id-513	3846048	3224322	234	546288	546291
id-514	3847126	3224322	234	546384	546387
id-515	3848204	3224322	234	546480	546483
id-516	3849282	3224322	234	546576	546579
id-517	3841736	3225400	234	546672	546675
id-518	3842814	3225400	234	546768	546771
id-519	3843892	3225400	234	546864	546867
id-520	3844970	3225400	234	546960	546963
id-521	3846048	3225400	234	547056	547059
id-522	3847126	3225400	234	547152	547155
id-523	3848204	3225400	234	547248	547251
id-524	3849282	3225400	234	547344	547347
id-525	3841736	3226478	234	547440	547443
id-526	3842814	3226478	234	547536	547539
id-527	3843892	3226478	234	547632	547635
id-528	3844970	3226478	234	547728	547731
id-529	3846048	3226478	234	547824	547827
id-530	3847126	3226478	234	547920	547923
id-531	3848204	3226478	234	548016	548019
id-532	3849282	3226478	234	548112	548115
id-533	3841736	3227556	234	548208	548211
id-534	3842814	3227556	234	548304	548307
id-535	3843892	3227556	234	548400	548403
id-536	3844970	3227556	234	548496	548499
id-537	3846048	3227556	234	548592	548595
id-538	3847126	3227556	234	548688	548691
id-539	3848204	3227556	234	548784	548787
id-540	3849282	3227556	234	548880	548883
id-541	3870060	3531022	234	544179	544182
id-542	3871138	3531022	234	544275	544278
id-543	3872216	3531022	234	544371	544374
id-544	3873294	3531022	234	544467	544470
id-545	3867904	3532100	234	544563	544566
id-546	3868982	3532100	234	544659	544662
id-547	3870060	3532100	234	544755	544758
id-548	3871138	3532100	234	544851	544854
id-549	3872216	3532100	234	544947	544950
id-550	3873294	3532100	234	545043	545046
id-551	3874372	3532100	234	545139	545142
id-552	3875450	3532100	234	545235	545238
id-553	3867904	3533178	234	545331	545334
id-554	3868982	3533178	234	545427	545430
id-555	3870060	3533178	234	545523	545526
id-556	3871138	3533178	234	545619	545622
id-557	3872216	3533178	234	545715	545718
id-558	3873294	3533178	234	545811	545814
id-559	3874372	3533178	234	545907	545910
id-560	3875450	3533178	234	546003	546006
id-561	3867904	3534256	234	546099	546102
id-562	3868982	3534256	234	546195	546198
id-563	3870060	3534256	234	546291	546294
id-564	3871138	3534256	234	546387	546390
id-565	3872216	3534256	234	546483	546486
id-566	3873294	3534256	234	546579	546582
id-567	3874372	3534256	234	546675	546678
id-568	3875450	3534256	234	546771	546774
id-569	3867904	3535334	234	546867	546870
id-570	3868982	3535334	234	546963	546966
id-571	3870060	3535334	234	547059	547062
id-572	3871138	3535334	234	547155	547158
id-573	3872216	3535334	234	547251	547254
id-574	3873294	3535334	234	547347	547350
id-575	3874372	3535334	234	547443	547446
id-576	3875450	3535334	234	547539	547542
id-577	3867904	3536412	234	547635	547638
id-578	3868982	3536412	234	547731	547734
id-579	3870060	3536412	234	547827	547830
id-580	3871138	3536412	234	547923	547926
id-581	3872216	3536412	234	548019	548022
id-582	3873294	3536412	234	548115	548118
id-583	3874372	3536412	234	548211	548214
id-584	3875450	3536412	234	548307	548310
id-585	3867904	3537490	234	548403	548406
id-586	3868982	3537490	234	548499	548502
id-587	3870060	3537490	234	548595	548598
id-588	3871138	3537490	234	548691	548694
id-589	3872216	3537490	234	548787	548790
id-590	3873294	3537490	234	548883	548886
id-591	3874372	3537490	234	548979	548982
id-592	3875450	3537490	234	549075	549078
id-593	3867904	3538568	234	549171	549174
id-594	3868982	3538568	234	549267	549270
id-595	3870060	3538568	234	549363	549366
id-596	3871138	3538568	234	549459	549462
id-597	3872216	3538568	234	549555	549558
id-598	3873294	3538568	234	549651	549654
id-599	3874372	3538568	234	549747	549750
id-600	3875450	3538568	234	549843	549846
id-601	3879460	3381367	234	547884	547887
id-602	3880538	3381367	234	547980	547983
id-603	3881616	3381367	234	548076	548079
id-604	3882694	3381367	234	548172	548175
id-605	3877304	3382445	234	548268	548271
id-606	3878382	3382445	234	548364	548367
id-607	3879460	3382445	234	548460	548463
id-608	3880538	3382445	234	548556	548559
id-609	3881616	3382445	234	548652	548655
id-610	3882694	3382445	234	548748	548751
id-611	3883772	3382445	234	548844	548847
id-612	3884850	3382445	234	548940	548943
id-613	3877304	3383523	234	549036	549039
id-614	3878382	3383523	234	549132	549135
id-615	3879460	3383523	234	549228	549231
id-616	3880538	3383523	234	549324	549327
id-617	3881616	3383523	234	549420	549423
id-618	3882694	3383523	234	549516	549519
id-619	3883772	3383523	234	549612	549615
id-620	3884850	3383523	234	549708	549711
id-621	3877304	3384601	234	549804	549807
id-622	3878382	3384601	234	549900	549903
id-623	3879460	3384601	234	549996	549999
id-624	3880538	3384601	234	550092	550095
id-625	3881616	3384601	234	550188	550191
id-626	3882694	3384601	234	550284	550287
id-627	3883772	3384601	234	550380	550383
id-628	3884850	3384601	234	550476	550479
id-629	3877304	3385679	234	550572	550575
id-630	3878382	3385679	234	550668	550671
id-631	3879460	3385679	234	550764	550767
id-632	3880538	3385679	234	550860	550863
id-633	3881616	3385679	234	550956	550959
id-634	3882694	3385679	234	551052	551055
id-635	3883772	3385679	234	551148	551151
id-636	3884850	3385679	234	551244	551247
id-637	3877304	3386757	234	551340	551343
id-638	3878382	3386757	234	551436	551439
id-639	3879460	3386757	234	555852	555855
id-640	3880538	3386757	234	555948	555951
id-641	3881616	3386757	234	556044	556047
id-642	3882694	3386757	234	556140	556143
id-643	3883772	3386757	234	556236	556239
id-644	3884850	3386757	234	556332	556335
id-645	3877304	3387835	234	556428	556431
id-646	3878382	3387835	234	556524	556527
id-647	3879460	3387835	234	556620	556623
id-648	3880538	3387835	234	556716	556719
id-649	3881616	3387835	234	556812	556815
id-650	3882694	3387835	234	556908	556911
id-651	3883772	3387835	234	557004	557007
id-652	3884850	3387835	234	557100	557103
id-653	3877304	3388913	234	557196	557199
id-654	3878382	3388913	234	557292	557295
id-655	3879460	3388913	234	557388	557391
id-656	3880538	3388913	234	557484	557487
id-657	3881616	3388913	234	557580	557583
id-658	3882694	3388913	234	557676	557679
id-659	3883772	3388913	234	557772	557775
id-660	3884850	3388913	234	557868	557871
id-661	4125809	3469974	234	545219	545222
id-662	4126887	3469974	234	545315	545318
id-663	4127965	3469974	234	545411	545414
id-664	4129043	3469974	234	545507	545510
id-665	4123653	3471052	234	545603	545606
id-666	4124731	3471052	234	545699	545702
id-667	4125809	3471052	234	545795	545798
id-668	4126887	3471052	234	545891	545894
id-669	4127965	3471052	234	545987	545990
id-670	4129043	3471052	234	546083	546086
id-671	4130121	3471052	234	546179	546182
id-672	4131199	3471052	234	546275	546278
id-673	4123653	3472130	234	546371	546374
id-674	4124731	3472130	234	546467	546470
id-675	4125809	3472130	234	546563	546566
id-676	4126887	3472130	234	546659	546662
id-677	4127965	3472130	234	546755	546758
id-678	4129043	3472130	234	546851	546854
id-679	4130121	3472130	234	546947	546950
id-680	4131199	3472130	234	547043	547046
id-681	4123653	3473208	234	547139	547142
id-682	4124731	3473208	234	547235	547238
id-683	4125809	3473208	234	547331	547334
id-684	4126887	3473208	234	547427	547430
id-685	4127965	3473208	234	547523	547526
id-686	4129043	3473208	234	547619	547622
id-687	4130121	3473208	234	547715	547718
id-688	4131199	3473208	234	547811	547814
id-689	4123653	3474286	234	547907	547910
id-690	4124731	3474286	234	548003	548006
id-691	4125809	3474286	234	548099	548102
id-692	4126887	3474286	234	548195	548198
id-693	4127965	3474286	234	548291	548294
id-694	4129043	3474286	234	548387	548390
id-695	4130121	3474286	234	548483	548486
id-696	4131199	3474286	234	548579	548582
id-697	4123653	3475364	234	548675	548678
id-698	4124731	3475364	234	548771	548774
